pays,ville,coordonnesgroup
États-Unis,Black Rock,Point(-91.0989 36.1078)
États-Unis,Blackwater,Point(-92.9908 38.9794)
États-Unis,Bloomfield Hills,Point(-83.245555555 42.583611111)
États-Unis,Blue Earth,Point(-94.102222222 43.6375)
États-Unis,Boaz,Point(-86.160457 34.202793)
États-Unis,Bogalusa,Point(-89.863888888 30.780555555)
États-Unis,Boyden,Point(-96.003611111 43.190277777)
États-Unis,Bradbury,Point(-117.974444444 34.149444444)
États-Unis,Brainerd,Point(-94.200833333 46.358055555)
États-Unis,Braswell,Point(-84.9594 33.9839)
États-Unis,Breckenridge,Point(-93.804166666 39.761388888) | Point(-98.9056 32.7567) | Point(-96.588129 46.2635701)
États-Unis,Brecksville,Point(-81.6289 41.31)
États-Unis,Brooksville,Point(-82.388611111 28.553611111) | Point(-84.0675 38.6822)
États-Unis,Mora,Point(-93.293888888 45.876944444)
États-Unis,Peekskill,Point(-73.92 41.288888888)
États-Unis,Petal,Point(-89.2556 31.3467)
États-Unis,Pierre,Point(-100.336378 44.367966)
États-Unis,Attleboro,Point(-71.286111111 41.944444444)
États-Unis,Quenemo,Point(-95.527777777 38.580277777)
États-Unis,Camdenton,Point(-92.7464 38.0089)
États-Unis,New Rockford,Point(-99.136111111 47.680555555)
États-Unis,Ellijay,Point(-84.483611111 34.694722222)
États-Unis,Lucedale,Point(-88.5917 30.9197)
États-Unis,Marked Tree,Point(-90.4175 35.53)
États-Unis,Riceboro,Point(-81.4403 31.7353)
États-Unis,Story City,Point(-93.591944444 42.186388888)
États-Unis,Albemarle,Point(-80.195277777 35.358333333)
États-Unis,Alton,Point(-91.39889 36.69389) | Point(-90.15972 38.90028) | Point(-98.30583 26.28417) | Point(-96.01111 42.98667) | Point(-98.94722 39.46806)
États-Unis,Anita,Point(-94.76528 41.44667)
États-Unis,Braham,Point(-93.17083333 45.72277778)
États-Unis,Britt,Point(-93.801111111 43.096388888)
États-Unis,Brookfield,Point(-93.0739 39.7831) | Point(-88.114722222 43.058055555)
États-Unis,Calipatria,Point(-115.514166666 33.125555555)
États-Unis,Chippewa Falls,Point(-91.4 44.933333333)
États-Unis,Dunn,Point(-78.6108 35.3103)
États-Unis,Eagan,Point(-93.166944444 44.817777777)
États-Unis,Follett,Point(-100.141 36.4322)
États-Unis,Garden Plain,Point(-97.6819 37.6606)
États-Unis,Homestead,Point(-80.4775569 25.4687224)
États-Unis,Hood River,Point(-121.521666666 45.706666666)
États-Unis,Idalou,Point(-101.684 33.6619)
États-Unis,Inman,Point(-82.090277777 35.0475) | Point(-97.7728 38.2303)
États-Unis,Ireton,Point(-96.317777777 42.974166666)
États-Unis,Jasper,Point(-84.4342 34.4692) | Point(-93.998888888 30.922222222) | Point(-94.3003 37.3356) | Point(-93.1856 36.0086) | Point(-86.9328 38.3953) | Point(-87.277174 33.842347) | Point(-82.951111111 30.518888888) | Point(-96.398611111 43.85)
États-Unis,Kiester,Point(-93.71217 43.53634)
États-Unis,Largo,Point(-82.7875 27.909166666)
États-Unis,Lone Grove,Point(-97.248611111 34.1775)
États-Unis,Lone Star,Point(-94.7081 32.9431)
États-Unis,Manchester,Point(-71.463611111 42.990833333) | Point(-90.5075 38.584166666) | Point(-86.085555555 35.473333333) | Point(-91.457222222 42.486111111) | Point(-84.6175 32.856111111) | Point(-83.76333 37.15278) | Point(-93.451944444 43.725555555) | Point(-97.32139 39.09361)
États-Unis,Marshalltown,Point(-92.914444444 42.041666666)
États-Unis,Meadville,Point(-93.30278 39.78667) | Point(-80.14722 41.64194)
États-Unis,Northampton,Point(-72.641666666 42.325)
États-Unis,Omro,Point(-88.741666666 44.038888888)
États-Unis,Oregon,Point(-83.4614 41.6492) | Point(-89.332536111 42.014608333) | Point(-95.1425 39.9867)
États-Unis,Pemberton,Point(-93.783055555 44.007777777)
États-Unis,Placerville,Point(-120.798611111 38.729722222) | Point(-115.946944 43.943056)
États-Unis,Plainville,Point(-85.0375 34.4042) | Point(-99.3031 39.2322)
États-Unis,Richfield,Point(-93.283333333 44.883333333) | Point(-112.0875 38.765833333) | Point(-114.153 43.0525) | Point(-101.784 37.2658)
États-Unis,Rye,Point(-73.6839 40.9811)
États-Unis,San Dimas,Point(-117.8067257 34.1066756)
États-Unis,Tamarac,Point(-80.25 26.2125)
États-Unis,Tishomingo,Point(-96.6775 34.235555555)
États-Unis,Valentine,Point(-100.550277777 42.873611111)
États-Unis,Watsonville,Point(-121.763611111 36.92)
États-Unis,West,Point(-97.093055555 31.803333333)
États-Unis,Wisconsin Dells,Point(-89.774557 43.626613)
États-Unis,Negaunee,Point(-87.6118 46.4991)
États-Unis,Rehoboth Beach,Point(-75.083055555 38.715833333)
États-Unis,Bayport,Point(-92.781111111 45.021388888)
États-Unis,Waveland,Point(-89.383611111 30.289722222)
États-Unis,East Grand Forks,Point(-97.024166666 47.93)
États-Unis,Lonerock,Point(-119.884166666 45.089444444)
États-Unis,Minor Hill,Point(-87.171111111 35.038333333)
États-Unis,Archie,Point(-94.3525 38.4825)
États-Unis,Ashland,Point(-82.6417 38.4639) | Point(-82.315277777 40.866944444) | Point(-92.2578 38.7733) | Point(-99.7692 37.1867) | Point(-96.3725 41.040555555) | Point(-90.88 46.59) | Point(-122.700833333 42.191388888)
États-Unis,Aubrey,Point(-96.9839 33.3072)
États-Unis,Avon,Point(-82.021666666 41.450555555) | Point(-98.059166666 43.006666666) | Point(-94.451666666 45.609166666)
États-Unis,Bagnell,Point(-92.6058 38.2292)
États-Unis,Barnett,Point(-92.6747 38.3769)
États-Unis,Beaver Creek,Point(-96.364444444 43.614166666)
États-Unis,Belle Fourche,Point(-103.850277777 44.6675)
États-Unis,Bowlus,Point(-94.409444444 45.819444444)
États-Unis,Box Elder,Point(-103.081944444 44.115277777)
États-Unis,Brandsville,Point(-91.6969 36.6506)
États-Unis,Cainsville,Point(-93.7728 40.4389)
États-Unis,Chesterfield,Point(-90.554166666 38.653333333)
États-Unis,Clarence,Point(-92.2611 39.7428) | Point(-91.059166666 41.887777777)
États-Unis,Clear Lake Shores,Point(-95.0325 29.5464)
États-Unis,Cleveland,Point(-81.669722222 41.482222222) | Point(-84.8711 35.1714) | Point(-99.119166666 46.890833333) | Point(-93.837777777 44.325555555) | Point(-95.0836 30.345) | Point(-94.5953 38.6758) | Point(-90.7267 33.7419) | Point(-96.464722222 36.306388888) | Point(-83.7639 34.5964)
États-Unis,Clifton,Point(-97.28 39.5669) | Point(-97.5808 31.7803) | Point(-112.006 42.1875) | Point(-87.99206 35.382777) | Point(-74.1604 40.8621)
États-Unis,De Soto,Point(-90.5575 38.1406) | Point(-94.008333333 41.531111111) | Point(-94.9622 38.965)
États-Unis,Dellwood,Point(-90.2744 38.7583) | Point(-92.9725 45.09)
États-Unis,Dexter,Point(-89.9625 36.7967) | Point(-94.227222222 41.515555555) | Point(-96.7161 37.1794) | Point(-92.704722222 43.718888888)
États-Unis,Easton,Point(-94.5856 32.3869) | Point(-94.6397 39.7228) | Point(-93.901111111 43.765833333) | Point(-95.1164 39.3444) | Point(-75.216388888 40.688333333)
États-Unis,Edina,Point(-93.354722222 44.895555555) | Point(-92.1733 40.1689)
États-Unis,Ellington,Point(-90.9697 37.2392)
États-Unis,Ellisville,Point(-89.2022 31.6011) | Point(-90.5875 38.5939)
États-Unis,Englewood,Point(-99.9878 37.0361) | Point(-104.992 39.6469) | Point(-84.3 39.8667) | Point(-73.975801 40.893343)
États-Unis,Greencastle,Point(-92.8784432 40.2606874) | Point(-86.8561 39.6422)
États-Unis,Hancock,Point(-88.580833333 47.126944444) | Point(-95.796666666 45.4975) | Point(-95.363055555 41.390555555) | Point(-71.979722222 42.972777777)
États-Unis,Hardin,Point(-107.613 45.7319) | Point(-93.8333 39.2694) | Point(-94.7367 30.1503) | Point(-88.3 36.7631)
États-Unis,Harris,Point(-93.3503 40.3053) | Point(-95.433055555 43.445555555) | Point(-92.974722222 45.586388888)
États-Unis,Harrisonville,Point(-94.346944444 38.653611111)
États-Unis,Harrodsburg,Point(-84.8461 37.7639)
États-Unis,Hartington,Point(-97.263888888 42.621111111)
États-Unis,Henrietta,Point(-98.2 33.816666666) | Point(-77.614722222 43.059444444) | Point(-93.9361 39.2361)
États-Unis,Highland Haven,Point(-98.3953 30.6069)
États-Unis,Holcomb,Point(-100.986 37.9839) | Point(-90.0231 36.4028)
États-Unis,Hollister,Point(-93.2161 36.6236) | Point(-114.581 42.3522) | Point(-121.39806 36.84694)
États-Unis,Humphrey,Point(-91.706111111 34.422777777) | Point(-97.4864 41.6906)
États-Unis,Iberia,Point(-92.2936 38.0883)
États-Unis,Itasca,Point(-97.1478 32.1586)
États-Unis,Jamaica,Point(-94.3 41.85)
États-Unis,Jennings,Point(-90.261388888 38.721111111) | Point(-100.294 39.6803) | Point(-92.6569 30.2222)
États-Unis,Judith Gap,Point(-109.753 46.6789)
États-Unis,Kenova,Point(-82.5786 38.3997)
États-Unis,Kingsville,Point(-97.8656 27.515) | Point(-94.0689 38.7428)
États-Unis,Kirby,Point(-98.3889 29.4611)
États-Unis,Krebs,Point(-95.721111111 34.929444444)
États-Unis,Lake Jackson,Point(-95.4383 29.0369)
États-Unis,Lake St-Louis,Point(-90.78568 38.79755)
États-Unis,Lake Waukomis,Point(-94.6375 39.2325)
États-Unis,Leadwood,Point(-90.5906 37.8644)
États-Unis,Leonard,Point(-96.2453 33.3831) | Point(-95.272222222 47.651944444) | Point(-97.245555555 46.651111111)
États-Unis,Littleton,Point(-105.0166498 39.613321)
États-Unis,Livingston,Point(-120.723611111 37.386944444) | Point(-88.188161 32.587332) | Point(-94.9344 30.7094) | Point(-110.566666666 45.658333333) | Point(-84.216666666 37.298611111)
États-Unis,Lone Jack,Point(-94.1881 38.8706)
États-Unis,Los Alamitos,Point(-118.064444444 33.802222222)
États-Unis,Lowry City,Point(-93.7272 38.14)
États-Unis,Lupus,Point(-92.4528 38.8467)
États-Unis,Lynch,Point(-82.9167 36.965)
États-Unis,Mabel,Point(-91.769722222 43.520555555)
États-Unis,Macks Creek,Point(-92.97194 37.96583)
États-Unis,Martinez,Point(-122.134166666 38.019444444)
États-Unis,Maryville,Point(-94.871111111 40.345277777) | Point(-83.97556 35.74972)
États-Unis,Maysville,Point(-94.35972 39.88667) | Point(-83.775833333 38.643888888) | Point(-90.718333333 41.649166666)
États-Unis,Meadowlakes,Point(-98.29556 30.56167)
États-Unis,Mercer Island,Point(-122.22207 47.57065)
États-Unis,Minatare,Point(-103.503055555 41.810833333)
États-Unis,Mokane,Point(-91.8744 38.6761)
États-Unis,Morehouse,Point(-89.6911 36.8456)
États-Unis,Morrisville,Point(-93.4272 37.4808)
États-Unis,Morton,Point(-102.759 33.725) | Point(-122.279722222 46.557777777) | Point(-89.6544 32.3492) | Point(-94.984444444 44.551388888)
États-Unis,Muscatine,Point(-91.056111111 41.423888888)
États-Unis,Neelyville,Point(-90.5097 36.5578)
États-Unis,Niangua,Point(-92.8311 37.3889)
États-Unis,Nixa,Point(-93.298888888 37.045277777)
États-Unis,Northmoor,Point(-94.6044 39.1844)
États-Unis,Norwalk,Point(-73.419722222 41.093888888) | Point(-118.083333333 33.906944444) | Point(-82.6114 41.2431) | Point(-93.678611111 41.483333333)
États-Unis,Novinger,Point(-92.706504 40.233198)
États-Unis,Oak Ridge,Point(-84.2625 36.013333333)
États-Unis,Oakley,Point(-121.7125 37.9975) | Point(-111.287777777 40.718611111) | Point(-113.881 42.2422) | Point(-100.854 39.1281)
États-Unis,Oronogo,Point(-94.4672 37.1903)
États-Unis,Otterville,Point(-93.0017 38.7003)
États-Unis,Palacios,Point(-96.2175 28.7092)
États-Unis,Palmyra,Point(-91.5247 39.7975)
États-Unis,Panorama Park,Point(-90.454722222 41.555277777)
États-Unis,Pattonsburg,Point(-94.1247 40.0544)
États-Unis,Peru,Point(-95.7314 40.48) | Point(-89.1275 41.3344) | Point(-96.0964 37.0814) | Point(-86.0678 40.7578)
États-Unis,Pierce City,Point(-94.0025 36.9469)
États-Unis,Pilot Knob,Point(-90.6436 37.6236)
États-Unis,Pleasant Hill,Point(-94.2661 38.7906) | Point(-122.0525 37.948055555) | Point(-93.5131 41.5858)
États-Unis,Plymouth,Point(-86.3125 41.3439) | Point(-93.455555555 45.010555555) | Point(-93.1225 43.245277777) | Point(-120.844722222 38.481944444) | Point(-83.470477777 42.371488888) | Point(-87.976666666 43.749166666)
États-Unis,Purdy,Point(-93.9208 36.8186)
États-Unis,Quincy,Point(-71.0 42.25) | Point(-91.388611111 39.932222222) | Point(-84.583333333 30.583333333) | Point(-119.852222222 47.233611111)
États-Unis,Rexford,Point(-100.744 39.4706)
États-Unis,Richland Hills,Point(-97.2264 32.81)
États-Unis,Richmond Heights,Point(-81.5036 41.5581) | Point(-90.3286 38.6283)
États-Unis,Ridgeway,Point(-91.989166666 43.297777777) | Point(-93.9381 40.3786)
États-Unis,Rock Hill,Point(-90.3669 38.6092) | Point(-81.026111111 34.938055555)
États-Unis,Rutland,Point(-72.9797 43.6089) | Point(-94.292777777 42.758888888) | Point(-97.506666666 46.052777777)
États-Unis,Saginaw,Point(-97.366621 32.861789)
États-Unis,Saint Ann,Point(-90.385555555 38.727222222)
États-Unis,San Rafael,Point(-122.531111111 37.973611111)
États-Unis,Screven,Point(-82.016388888 31.485)
États-Unis,Slayton,Point(-95.755833333 43.987777777)
États-Unis,Smithton,Point(-93.0925 38.6806)
États-Unis,Smyrna,Point(-84.5183 33.8719)
États-Unis,Southside Place,Point(-95.4356 29.7097)
États-Unis,Sparta,Point(-84.9072 38.6858) | Point(-93.0833 37.0003) | Point(-89.7 38.1333) | Point(-90.811666666 43.943055555) | Point(-85.469722222 35.932222222)
États-Unis,Stewartsville,Point(-94.498611111 39.7525)
États-Unis,Talco,Point(-95.1042 33.3622)
États-Unis,Three Forks,Point(-111.551666666 45.891388888)
États-Unis,Tonawanda,Point(-78.8775 43.011111111)
États-Unis,Town and Country,Point(-90.471666666 38.631111111)
États-Unis,Townsend,Point(-111.517777777 46.320277777) | Point(-83.755 35.675555555)
États-Unis,Tracy,Point(-121.433888888 37.738055555) | Point(-94.7928 39.3775) | Point(-95.619166666 44.233333333)
États-Unis,Union Star,Point(-94.5994 39.9803)
États-Unis,Velda City,Point(-90.2942 38.6942)
États-Unis,Venice,Point(-82.433333333 27.1) | Point(-90.169051 38.6719848)
États-Unis,Weeping Water,Point(-96.141944444 40.867777777)
États-Unis,Wharton,Point(-96.0969 29.3169)
États-Unis,Wilsey,Point(-96.6761 38.6367)
États-Unis,Winters,Point(-121.970833333 38.525) | Point(-99.9589 31.9589)
États-Unis,Wisner,Point(-96.914444444 41.989444444)
États-Unis,Beeville,Point(-97.750555555 28.405277777)
États-Unis,Barnes City,Point(-92.468888888 41.508333333)
États-Unis,Braddyville,Point(-95.029722222 40.578611111)
États-Unis,Coggon,Point(-91.529722222 42.279166666)
États-Unis,Fanning Springs,Point(-82.924166666 29.584166666)
États-Unis,Gahanna,Point(-82.8692 40.0267)
États-Unis,Iowa Falls,Point(-93.266666666 42.516666666)
États-Unis,Kellerton,Point(-94.05 40.710277777)
États-Unis,Reasnor,Point(-93.022777777 41.578611111)
États-Unis,Sabula,Point(-90.174166666 42.067777777)
États-Unis,Watterson Park,Point(-85.6894 38.1947)
États-Unis,Zemple,Point(-93.785555555 47.323055555)
États-Unis,Zumbrota,Point(-92.671666666 44.292777777)
États-Unis,Cologne,Point(-93.781388888 44.771666666)
États-Unis,Karlsruhe,Point(-100.620833333 48.090833333)
États-Unis,Alamo Heights,Point(-98.467222222 29.482777777)
États-Unis,Alma,Point(-94.221944444 35.477777777) | Point(-99.3625 40.100833333) | Point(-93.546111111 39.095833333) | Point(-91.924444444 44.34) | Point(-82.466666666 31.541666666) | Point(-96.28889 39.01556) | Point(-84.659722222 43.378888888)
États-Unis,Big Wells,Point(-99.5703 28.5708)
États-Unis,Brewer,Point(-68.761388888 44.796666666)
États-Unis,Brownsville,Point(-97.484444444 25.930277777) | Point(-89.260902 35.590558) | Point(-122.983611111 44.393333333) | Point(-91.27986 43.69414) | Point(-86.2611 37.1911)
États-Unis,Bucyrus,Point(-102.788888888 46.064444444) | Point(-82.9731 40.8061)
États-Unis,Burnet,Point(-98.226388888 30.758888888)
États-Unis,Butterfield,Point(-94.794722222 43.958333333)
États-Unis,Caldwell,Point(-116.680277777 43.658333333) | Point(-96.70028 30.52833) | Point(-97.6089 37.0342) | Point(-90.81678 35.07454)
États-Unis,Calistoga,Point(-122.582777777 38.581388888)
États-Unis,Campbell,Point(-121.955 37.283888888) | Point(-95.951388888 33.148055555) | Point(-90.0733 36.4928) | Point(-80.590555555 41.077222222) | Point(-96.404722222 46.097777777)
États-Unis,Carrington,Point(-99.123888888 47.45)
États-Unis,cascade Locks,Point(-121.873611111 45.6725)
États-Unis,Castalia,Point(-91.677222222 43.112222222)
États-Unis,Channing,Point(-102.331944444 35.683611111)
États-Unis,Chico,Point(-121.835555555 39.74)
États-Unis,Coffeyville,Point(-95.626388888 37.037777777)
États-Unis,Colmesneil,Point(-94.4236 30.9083)
États-Unis,Colorado City,Point(-100.862 32.3961)
États-Unis,Conde,Point(-98.098611111 45.156666666)
États-Unis,Crawfordsville,Point(-86.896666666 40.038888888) | Point(-91.537777777 41.215277777)
États-Unis,Cuero,Point(-97.291111111 29.093611111)
États-Unis,Cynthiana,Point(-84.2969 38.3883)
États-Unis,Danbury,Point(-73.471111111 41.402222222) | Point(-95.3467 29.2286) | Point(-95.721666666 42.236111111) | Point(-80.208888888 36.409444444)
États-Unis,Dayton,Point(-84.2 39.766666666) | Point(-94.895555555 30.056388888) | Point(-123.078055555 45.220555555) | Point(-84.4703 39.1117) | Point(-117.977777777 46.319722222) | Point(-85.016666666 35.5) | Point(-111.985 42.1117) | Point(-93.5 45.2) | Point(-94.069166666 42.262777777)
États-Unis,Devers,Point(-94.5917 30.0264)
États-Unis,Diboll,Point(-94.7853 31.1861)
États-Unis,Dickinson,Point(-102.788888888 46.883611111) | Point(-95.0539 29.4606)
États-Unis,Duncanville,Point(-96.9114 32.6464)
États-Unis,East Liverpool,Point(-80.5692 40.6286)
États-Unis,Edinburg,Point(-98.1639 26.3042) | Point(-97.864166666 48.495277777)
États-Unis,Elk River,Point(-93.581111111 45.317222222) | Point(-116.18 46.7828)
États-Unis,Exeter,Point(-119.142777777 36.294166666) | Point(-93.9397 36.6708)
États-Unis,Florence,Point(-79.774166666 34.183888888) | Point(-97.7922 30.8428) | Point(-87.662777777 34.820277777) | Point(-105.116666666 38.390277777) | Point(-84.6425 38.9933) | Point(-96.051944444 44.237222222) | Point(-96.9294 38.2428) | Point(-124.103055555 43.984166666)
États-Unis,Fort Morgan,Point(-103.799 40.2533)
États-Unis,Fridley,Point(-93.263333333 45.086111111)
États-Unis,Frontenac,Point(-90.4178 38.6339) | Point(-94.6953 37.4544)
États-Unis,Green River,Point(-109.465 41.514166666) | Point(-110.15 38.993333333)
États-Unis,Groveton,Point(-95.1294 31.0561)
États-Unis,Harker Heights,Point(-97.655555555 31.068333333)
États-Unis,Hawaiian Gardens,Point(-118.073611111 33.828611111)
États-Unis,Hawley,Point(-99.8133 32.6119) | Point(-96.316666666 46.880833333)
États-Unis,Hays,Point(-97.8744 30.1175) | Point(-99.3222 38.8794)
États-Unis,Howardwick,Point(-100.909 35.0339)
États-Unis,Hughes Springs,Point(-94.6306 32.9981)
États-Unis,Hyde Park,Point(-111.819 41.7986)
États-Unis,Indian Harbour Beach,Point(-80.595 28.151944444)
États-Unis,Indianola,Point(-93.563055555 41.361666666) | Point(-100.419166666 40.235833333) | Point(-90.6475 33.4481)
États-Unis,Iredell,Point(-97.8708 31.9847)
États-Unis,Jeffersonville,Point(-85.7314 38.2956) | Point(-83.8244 37.9692) | Point(-83.3397 32.6839)
États-Unis,Jewett,Point(-96.1447 31.3622)
États-Unis,Williamstown,Point(-84.5608 38.6411) | Point(-81.450555555 39.399444444)
États-Unis,Windcrest,Point(-98.3797 29.5158)
États-Unis,Wisconsin Rapids,Point(-89.832777777 44.394444444)
États-Unis,Woodside,Point(-122.259722222 37.420833333)
États-Unis,Woodstock,Point(-88.4353163 42.3096181) | Point(-96.100555555 44.009166666) | Point(-84.5194 34.1014)
États-Unis,Yerington,Point(-119.165277777 38.985277777)
États-Unis,Érié,Point(-80.085213888 42.129561111)
États-Unis,Highland Village,Point(-97.055833333 33.088055555)
États-Unis,Carbon Hill,Point(-87.524307 33.89069)
États-Unis,Fernandina Beach,Point(-81.461666666 30.669444444)
États-Unis,Lino Lakes,Point(-93.088888888 45.160277777)
États-Unis,Marlette,Point(-83.079166666 43.3275)
États-Unis,South Park View,Point(-85.7214 38.1192)
États-Unis,Hatfield,Point(-96.195277777 43.9575)
États-Unis,Biwabik,Point(-92.340277777 47.533055555)
États-Unis,Albany,Point(-73.766666666 42.65) | Point(-85.13528 36.69306) | Point(-122.297777777 37.886944444) | Point(-94.33056 40.24806) | Point(-99.294444444 32.726944444) | Point(-84.165555555 31.582222222) | Point(-94.57 45.63) | Point(-123.096111111 44.630277777)
États-Unis,Burden,Point(-96.7553 37.3142)
États-Unis,Burton,Point(-83.6353 42.9911)
États-Unis,Butte,Point(-100.664722222 47.8375) | Point(-112.529722222 46.006388888)
États-Unis,Byron,Point(-89.260833333 42.127222222) | Point(-92.645361111 44.028969444) | Point(-83.7556 32.6489)
États-Unis,Cadillac,Point(-85.37808611 44.20565833) | Point(-85.4 44.25)
États-Unis,Carbon,Point(-94.825277777 41.050277777)
États-Unis,Carnation,Point(-121.908611111 47.648333333)
États-Unis,Carroll,Point(-94.866388888 42.069444444)
États-Unis,Chatsworth,Point(-96.516111111 42.915833333) | Point(-84.7789 34.7722)
États-Unis,Cherry Valley,Point(-90.752777777 35.403611111)
États-Unis,Crawford,Point(-103.412222222 42.683611111) | Point(-83.1553 33.8833)
États-Unis,Freer,Point(-98.6161 27.8792)
États-Unis,Gaffney,Point(-81.653055555 35.071944444)
États-Unis,Groveport,Point(-82.8906 39.8561)
États-Unis,Gurdon,Point(-93.1506 33.9167)
États-Unis,Hartville,Point(-92.5119 37.2503)
États-Unis,Heidelberg,Point(-93.616666666 44.5)
États-Unis,Hudson,Point(-94.7972 31.33) | Point(-81.440784 41.2398397) | Point(-84.353888888 41.855) | Point(-73.789722222 42.25) | Point(-92.745 44.971944444) | Point(-98.6606 38.1039) | Point(-92.452222222 42.408888888)
États-Unis,Jefferson,Point(-94.3494 32.7611) | Point(-123.009444444 44.718055555) | Point(-94.376666666 42.016666666) | Point(-83.5903 34.1267) | Point(-88.807777777 43.003055555) | Point(-96.562777777 42.604444444)
États-Unis,Kingfisher,Point(-97.934444444 35.856111111)
États-Unis,Lebanon,Point(-84.2125 39.426666666) | Point(-72.2517 43.6422) | Point(-89.8116095 38.6004796) | Point(-92.661666666 37.678333333) | Point(-98.5561 39.8106) | Point(-85.2564 37.5706) | Point(-122.907777777 44.533055555) | Point(-86.4717 40.0522) | Point(-86.3264 36.2081) | Point(-76.4208 40.3417)
États-Unis,Lisbon,Point(-97.683611111 46.439166666) | Point(-91.388055555 41.920833333)
États-Unis,Madison,Point(-89.384166666 43.074722222) | Point(-92.21194 39.47306) | Point(-85.39528 38.75) | Point(-86.739644 34.715065) | Point(-90.10833 32.45694) | Point(-83.47222 33.58778) | Point(-90.726944444 35.013611111) | Point(-90.151111111 38.683611111) | Point(-97.456944444 41.8275) | Point(-97.114722222 44.007777777) | Point(-96.195833333 45.009722222) | Point(-96.13722 38.13278) | Point(-83.416666666 30.466666666) | Point(-81.818333333 38.061944444)
États-Unis,Marinette,Point(-87.630555555 45.1)
États-Unis,Matlock,Point(-95.934444444 43.243055555)
États-Unis,Mountain View,Point(-91.7008 36.9956) | Point(-92.108611111 35.865) | Point(-122.041944444 37.392777777)
États-Unis,Munday,Point(-99.6261 33.4492)
États-Unis,Nelson,Point(-93.0319 38.9953) | Point(-98.0667 40.2019) | Point(-84.3714 34.3817) | Point(-95.264166666 45.889444444)
États-Unis,New Providence,Point(-93.170833333 42.281944444)
États-Unis,Newcastle,Point(-98.7381 33.1925) | Point(-104.209444444 43.853055555) | Point(-122.172101 47.533215) | Point(-97.591388888 35.240277777)
États-Unis,Ocilla,Point(-83.25 31.598611111)
États-Unis,Olmsted Falls,Point(-81.904722222 41.3675)
États-Unis,Paisley,Point(-120.545277777 42.693333333)
États-Unis,Point Pleasant,Point(-82.128571 38.857527)
États-Unis,Poplarville,Point(-89.533888888 30.840555555)
États-Unis,Pottsville,Point(-76.2028 40.685)
États-Unis,Quinter,Point(-100.236944444 39.065833333)
États-Unis,Riverbank,Point(-120.943611111 37.731388888)
États-Unis,Sandy Hook,Point(-83.1239 38.0925)
États-Unis,Sandy Point,Point(-95.4817323 29.4012571)
États-Unis,Sardis,Point(-83.9575 38.5342) | Point(-81.7586 32.9744)
États-Unis,St. Johns,Point(-84.556666666 43.000833333)
États-Unis,Waconia,Point(-93.783333333 44.85)
États-Unis,Berry Hill,Point(-86.77 36.1192)
États-Unis,Claremore,Point(-95.612777777 36.315277777)
États-Unis,Elrosa,Point(-94.947222222 45.562777777)
États-Unis,Hebron Estates,Point(-85.6694 38.0506)
États-Unis,Rio Communities,Point(-106.726944444 34.641944444)
États-Unis,Strathmoor Manor,Point(-85.6847 38.2186)
États-Unis,Verndale,Point(-95.016666666 46.4)
États-Unis,Abbeville,Point(-85.251388888 31.566388888) | Point(-83.3075 31.991666666) | Point(-92.129166666 29.9725) | Point(-82.379166666 34.178611111)
États-Unis,Flasher,Point(-101.233055555 46.455)
États-Unis,Homeland,Point(-82.0219 30.8594)
États-Unis,North Richland Hills,Point(-97.218055555 32.855555555)
États-Unis,Saint George,Point(-169.559584 56.605546) | Point(-113.578055555 37.095277777)
États-Unis,Sykeston,Point(-99.398888888 47.464722222)
États-Unis,Trinidad,Point(-104.5 37.166666666) | Point(-96.0908 32.1475) | Point(-124.143055555 41.059166666)
États-Unis,Buhl,Point(-114.762 42.6) | Point(-92.778055555 47.493611111)
États-Unis,Dazey,Point(-98.202222222 47.189166666)
États-Unis,Kirtland,Point(-81.3447 41.6025)
États-Unis,South Burlington,Point(-73.17083 44.46694)
États-Unis,West Linn,Point(-122.641111111 45.365277777)
États-Unis,West Richland,Point(-119.354444444 46.292222222)
États-Unis,Bardstown,Point(-85.46278 37.81528)
États-Unis,Brady,Point(-99.341388888 31.132222222)
États-Unis,Braintree,Point(-71.005 42.206)
États-Unis,California,Point(-84.2633 38.9192)
États-Unis,Cedarburg,Point(-87.9875 43.288333333)
États-Unis,Chandler,Point(-111.841388888 33.303333333) | Point(-96.889722222 35.709166666) | Point(-95.947222222 43.929166666) | Point(-95.4794 32.3072)
États-Unis,Chapman,Point(-97.0217 38.9717)
États-Unis,Charter Oak,Point(-95.589444444 42.067777777)
États-Unis,Chelsea,Point(-71.033333333 42.391666666) | Point(-86.650845 33.329116) | Point(-92.394722222 41.919166666) | Point(-84.020555555 42.318055555)
États-Unis,Cherryville,Point(-81.3792 35.3811)
États-Unis,Chetopa,Point(-95.0919 37.0375)
États-Unis,Colchester,Point(-90.792241 40.4273479)
États-Unis,Covington,Point(-84.509722222 39.065) | Point(-97.2572 32.1769) | Point(-90.1042 30.4789) | Point(-87.393055555 40.140555555) | Point(-89.647222222 35.565) | Point(-122.100277777 47.365833333) | Point(-83.866666666 33.6) | Point(-79.988817 37.786225)
États-Unis,Danvers,Point(-95.75472222 45.28277778)
États-Unis,Gloucester,Point(-70.666666666 42.616666666)
États-Unis,Newark,Point(-82.416779 40.063014) | Point(-97.4856 33.0044) | Point(-122.033333333 37.533333333) | Point(-91.444722222 35.7025) | Point(-75.75 39.683333333) | Point(-74.185 40.735277777)
