pays,ville,coordonnesgroup
Algérie,Ferraguig,Point(0.155139 35.5330644)
Algérie,Kaous,Point(5.8136168 36.7701723)
Algérie,Aghribs,Point(4.322691 36.802206)
Algérie,Aissaouia,Point(3.2160008 36.419055)
Algérie,Aït Yahia Moussa,Point(3.88833333 36.64111111)
Algérie,Amieur,Point(-1.240082 35.035197)
Algérie,Abou El Hassan,Point(1.195056 36.417864)
Algérie,Ahl El Ksar,Point(4.039444 36.253056)
Algérie,Ait Ali Ouyahia,Point(4.38191 36.5398)
Algérie,Arib,Point(2.066667 36.283333)
Algérie,Casbah,Point(3.060036 36.783442)
Algérie,Belkheir,Point(7.479287 36.460847)
Algérie,Aïn Boudinar,Point(0.18333333 36.01666667)
Algérie,Aïn Diss,Point(7.002777777 36.033333333)
Algérie,Aïn El Hadjar (Saïda),Point(0.14444444 34.75861111) | Point(0.145277777 34.758333333)
Algérie,Aïn Madhi,Point(2.3 33.8)
Algérie,Aïn Soltane (Aïn Defla),Point(4.73333333 36.13305556)
Algérie,Aïn Taya,Point(3.288888888 36.791666666)
Algérie,Attatba,Point(2.6752567 36.5733539)
Algérie,Beni Dergoun,Point(0.8 35.78)
Algérie,Besbes (Biskra),Point(4.9907112 34.1500989)
Algérie,Bir Haddada,Point(5.430851 35.9628629)
Algérie,Bordj El Haouas,Point(8.443055555 24.878888888)
Algérie,Bordj Sabath,Point(7.04557 36.40302)
Algérie,Bordj Tahar,Point(6.0342794 36.7469405)
Algérie,Bouaichoune,Point(2.6758575 36.1624091)
Algérie,Bouati Mahmoud,Point(7.3280954 36.5922557)
Algérie,Bouharoun,Point(2.654829 36.623381)
Algérie,Boukram,Point(3.3973 36.5414)
Algérie,Boutlelis,Point(-0.899924 35.572955)
Algérie,Aïn Bessem,Point(3.67 36.29666667)
Algérie,Aïn Fares,Point(0.244875 35.4799)
Algérie,Aïn Kerma (El Tarf),Point(8.20111111 36.59388889)
Algérie,Aïn Naga,Point(6.08861111 34.68833333)
Algérie,Aïn Sebt,Point(5.7112 36.4818)
Algérie,Aïn Sekhouna,Point(0.84972222 34.50555556)
Algérie,Aïn Zaouia,Point(3.89416 36.5483)
Algérie,Aït Chafâa,Point(4.53361111 36.81694444)
Algérie,Aït Mahmoud,Point(3.99305556 36.50833333)
Algérie,Aït Naoual Mezada,Point(5.09004 36.54217)
Algérie,Bayadha,Point(6.888888888 33.327777777)
Algérie,Beidha,Point(2.17408 34.47475)
Algérie,Benachiba Chelia,Point(-0.563888888 34.9625)
Algérie,Beni Aziz,Point(5.65 36.466667)
Algérie,Beni Bouateb,Point(1.620833333 35.993333333)
Algérie,Beni Yagoub,Point(2.7850771 34.4664432)
Algérie,Bir Chouhada,Point(6.2899303 35.8943346)
Algérie,Bordj El Emir Abdelkader,Point(2.270966 35.915747)
Algérie,Bordj Menaïel,Point(3.72305556 36.74166667)
Algérie,Bouderbala,Point(3.50895 36.57988)
Algérie,Boudjima,Point(4.1587979 36.8139801)
Algérie,Boudouaou El Bahri,Point(3.405555555 36.772222222)
Algérie,Bougara,Point(3.083333333 36.541666666)
Algérie,Bougara (Tiaret),Point(1.9672823 35.5533525)
Algérie,Boukaïs,Point(-2.463611111 31.923333333)
Algérie,Breira,Point(1.61514 36.44868)
Algérie,Souk El Khemis,Point(3.635 36.38805556)
Algérie,Bab El Assa,Point(-2.0317999 34.9661057)
Algérie,Sobha,Point(1.109722 36.109167)
Algérie,Chemini,Point(4.61667 36.6)
Algérie,Chorfa (Bouira),Point(4.3307 36.3617)
Algérie,Cheurfa,Point(7.55407 36.72057)
Algérie,Corso,Point(3.43333 36.7565)
Algérie,Aïn Abid,Point(6.94416667 36.2325)
Algérie,Aïn El Arbaa,Point(-0.881666666 35.4075)
Algérie,Aïn El Turk,Point(-0.749166666 35.740833333)
Algérie,Dehamcha,Point(5.5953 36.3821)
Algérie,Dirrah,Point(3.7533546 36.0003161)
Algérie,Djebel Aissa Mimoun,Point(4.125 36.730555555)
Algérie,Djezar,Point(5.266666666 35.509444444)
Algérie,Draâ El-Kaïd,Point(5.224444444 36.420555555)
Algérie,El Aioun,Point(8.6 36.826388888)
Algérie,El Amiria,Point(6.88229 36.1117)
Algérie,El Ançor,Point(-0.86666667 35.68333333)
Algérie,El Braya,Point(-0.51666667 35.63333333)
Algérie,El Ghomri,Point(0.2 35.68333333)
Algérie,El Hadaiek,Point(6.88826 36.8256)
Algérie,El Kala,Point(8.45 36.9)
Algérie,El Keurt,Point(0.08333333 35.38333333)
Algérie,El Kheiter,Point(0.0732471 34.1434)
Algérie,El Main,Point(4.75 36.36666667)
Algérie,El Mezeraa,Point(7.577777777 35.266666666)
Algérie,El Ouricia,Point(5.4 36.28333333)
Algérie,Emdjez Edchich,Point(6.85638889 36.70361111)
Algérie,Es Sebt,Point(7.07743 36.6624)
Algérie,Fkirina,Point(7.2986984 35.6637817)
Algérie,Negrine,Point(7.5205279 34.4856887)
Algérie,Ouled Hedadj,Point(3.35 36.72)
Algérie,Selma Benziada,Point(5.64833333 36.62638889)
Algérie,Souk Naamane,Point(6.38944444 35.89583333)
Algérie,Abadla,Point(-2.733333333 31.016666666)
Algérie,Ben Mehidi,Point(7.9053497 36.7720299)
Algérie,Beni Maouche,Point(4.638441666 36.478052777)
Algérie,Besbes,Point(7.84722 36.70222)
Algérie,Bouandas,Point(5.1019478 36.494699)
Algérie,Constantine,Point(6.614722222 36.365)
Algérie,Dhalaa,Point(7.547222222 35.461111111)
Algérie,Djeballah Khemissi,Point(7.56891 36.4645)
Algérie,Draria,Point(3.0 36.733333333)
Algérie,El Belala,Point(7.788333333 35.665277777)
Algérie,El Guettar,Point(0.81583333 36.08777778)
Algérie,El Hassi,Point(1.016666666 35.733333333) | Point(5.45 36.183333333)
Algérie,El Ogla,Point(7.46888889 35.18861111)
Algérie,Elayadi Barbes,Point(5.880946 36.440386)
Algérie,Erraguene,Point(5.580647 36.5861566)
Algérie,Fouka,Point(2.75 36.666667)
Algérie,In Amenas,Point(9.55 28.05)
Algérie,Mansoura,Point(3.74611111 31.97944444) | Point(4.46 36.08194444)
Algérie,Metlili,Point(3.6275482 32.2729098)
Algérie,Oued Taria,Point(0.08333333 35.11666667)
Algérie,Oued Tlelat,Point(-0.45 35.55)
Algérie,Ouled Attia,Point(2.16666667 35.53333333)
Algérie,Ouled Moussa,Point(3.36805556 36.68305556)
Algérie,Rogassa,Point(0.9259415 34.0183762)
Algérie,Sétif,Point(5.41 36.19)
Algérie,Tazmalt,Point(4.399273 36.384393)
Algérie,Tébessa,Point(8.116666666 35.4)
Algérie,Aïn Beïda,Point(-14.840305 23.598213) | Point(7.392777777 35.796388888)
Algérie,Bordj Bou Naama,Point(1.6166667 35.85)
Algérie,Oued Alleug,Point(2.78333333 36.55)
Algérie,Filfila,Point(7.0525 36.8985)
Algérie,Guellal,Point(5.328 36.0451)
Algérie,Guerdjoum,Point(0.0720549 35.1787544)
Algérie,In Amguel,Point(5.164722222 23.693611111)
Algérie,Ghassira,Point(6.206111111 35.081666666)
Algérie,Ghilassa,Point(4.90625 35.87175)
Algérie,Gueltat Sidi Saad,Point(1.95 34.3)
Algérie,Hadjera Zerga,Point(3.84944444 35.95777778)
Algérie,Harchoun,Point(1.505555555 36.113888888)
Algérie,Harenfa,Point(1.0457 36.24521)
Algérie,Bordj El Kiffan,Point(3.183333 36.75)
Algérie,Bouzina,Point(6.116666666 35.283333333)
Algérie,Ighzer Amokrane,Point(4.60164 36.5286)
Algérie,Had-Sahary,Point(3.36089 35.35168)
Algérie,Hadjadj,Point(0.333333333 36.1)
Algérie,Hadjeret Ennous,Point(2.05194444 36.57333333)
Algérie,Hammam Dhalaa,Point(4.37444444 35.92805556)
Algérie,Hanancha,Point(7.83333 36.21667)
Algérie,Héliopolis (Guelma),Point(7.45 36.5)
Algérie,Hounet,Point(-0.15 35.116666666)
Algérie,Ibn Ziad,Point(6.46666667 36.38333333)
Algérie,Tigzirt,Point(4.1225 36.893055555)
Algérie,El Harrach,Point(3.1375 36.721111111)
Algérie,Timimoun,Point(0.233333333 29.25)
Algérie,Ksar Sbahi,Point(7.25 36.08333333)
Algérie,Lichana,Point(5.4325 34.724722222)
Algérie,El Menia,Point(2.9 30.6)
Algérie,Khadra,Point(0.56666667 36.25) | Point(0.5833 36.25)
Algérie,Khams Djouamaa,Point(3.14027778 36.15833333)
Algérie,Khoubana,Point(4.56686 35.33895)
Algérie,Ksour,Point(4.51666667 35.98333333) | Point(4.59791 35.9911)
Algérie,Ouled Khoudir,Point(-1.072222222 29.248888888)
Algérie,Oued Koriche,Point(3.042777777 36.780555555)
Algérie,M'Kira,Point(3.792488 36.625249)
Algérie,M'Rara,Point(5.660277777 33.476666666)
Algérie,Maacem,Point(1.55326 35.65967)
Algérie,Maala,Point(3.87112 36.44261)
Algérie,Medjez Sfa,Point(7.76666667 36.45)
Algérie,Mezdour,Point(4.07058 36.07987)
Algérie,Oued Essalem,Point(0.91666667 35.58333333)
Algérie,Foggaret Ezzaou,Point(2.848055555 27.363333333)
Algérie,Maarif,Point(4.34416667 35.41527778)
Algérie,Magrane,Point(6.930277777 33.562222222)
Algérie,Makman Ben Amer,Point(-0.733333333 33.716666666)
Algérie,Mansourah,Point(0.23166667 35.84361111) | Point(-1.339087 34.87099)
Algérie,Mazagran,Point(0.071433 35.8956) | Point(0.72694444 35.90194444)
Algérie,Melaab,Point(1.33333333 35.71666667)
Algérie,Menaceur,Point(2.240524 36.494734)
Algérie,El Kantara,Point(5.70638889 35.22527778)
Algérie,Ogla Melha,Point(7.95111111 35.12194444)
Algérie,Oued Harbil,Point(2.63333333 36.23333333)
Algérie,Ouled Brahem,Point(5.07472222 35.87222222)
Algérie,Ouled Sabor,Point(5.516666666 36.2)
Algérie,Oum Laadham,Point(4.53055556 33.72027778)
Algérie,Arzew,Point(-0.316666666 35.85)
Algérie,Didouche Mourad,Point(6.63394 36.4484) | Point(6.63333333 36.45)
Algérie,Mohammed Boudiaf,Point(4.428611111 34.894166666)
Algérie,Mostefa Ben Brahim,Point(-0.358257 35.1925)
Algérie,N'Goussa,Point(5.3082848 32.1408797)
Algérie,Ouamri,Point(2.566667 36.233333)
Algérie,Ouanougha,Point(4.1861343 35.9807497)
Algérie,Ouled Aiche,Point(0.961111111 35.826388888)
Algérie,Ouled Chebel,Point(3.0 36.6)
Algérie,Ouled Dahmane,Point(3.46666667 36.36666667)
Algérie,Ouled Deide,Point(3.01277778 36.11277778)
Algérie,Ouled Habeba,Point(6.9575 36.50333333)
Algérie,Ouled Sidi Brahim,Point(3.71666667 36.36666667) | Point(4.33458 36.2281)
Algérie,Ouzera,Point(2.85 36.25)
Algérie,Sidi Khellil,Point(5.95888889 33.83777778)
Algérie,Tassadane Haddada,Point(5.877777777 36.5)
Algérie,Raml Souk,Point(8.53556 36.7861)
Algérie,Rasfa,Point(5.26536 35.81021)
Algérie,Kadiria,Point(3.683333 36.533333)
Algérie,Remchi,Point(-1.43333 35.05)
Algérie,Raïs Hamidou,Point(3.01138889 36.8175)
Algérie,Safsaf El Ouesra,Point(8.20777778 34.95666667)
Algérie,Saharidj,Point(4.24858 36.39707)
Algérie,Sebaïne,Point(1.60349 35.45623)
Algérie,Sidi Abdelli,Point(-1.13333333 35.06666667)
Algérie,Sidi Belattar,Point(0.26944444 36.02666667)
Algérie,Sidi Boussaid,Point(0.29638889 35.29055556)
Algérie,Sidi Damed,Point(3.25444444 35.86944444)
Algérie,Sidi Khelifa,Point(6.300383 36.34969)
Algérie,Sidi Tifour,Point(1.68271 33.7172)
Algérie,Souhane,Point(3.2375 36.506388888)
Algérie,Aïn Yagout,Point(6.416666666 35.783333333)
Algérie,Aït R'zine,Point(4.486944444 36.371666666)
Algérie,Ammal,Point(3.590419 36.634712)
Algérie,Beni Ikhlef,Point(-1.609166666 29.575)
Algérie,Ferraoun,Point(4.866388888 36.556944444)
Algérie,Hidoussa,Point(5.9 35.5)
Algérie,Ksar Bellezma,Point(5.903333333 35.675555555)
Algérie,Oued El Aneb,Point(7.483333333 36.883333333)
Algérie,Ouled Ammar,Point(1.65 36.483333333)
Algérie,Souidania,Point(2.916666666 36.7)
Algérie,Tamokra,Point(4.66446 36.39322)
Algérie,Tamzoura,Point(-0.65 35.416666666)
Algérie,Taskriout,Point(5.2733517 36.5475654)
Algérie,Tilatou,Point(5.793055555 35.329166666)
Algérie,Oued El Djemaa,Point(0.68138889 35.79722222)
Algérie,Sidi Abed,Point(1.705 35.74527778)
Algérie,Sidi Amar,Point(2.30638889 36.5425) | Point(0.10722222 35.02527778)
Algérie,Sidi Mérouane,Point(1.33333333 36.53333333) | Point(6.2624 36.5216)
Algérie,Sigus,Point(6.783333 36.116667)
Algérie,Sirat,Point(0.19194 35.78)
Algérie,Tachouda,Point(5.7130623 36.2623728)
Algérie,Tizi Mahdi,Point(2.77591 36.2028)
Algérie,Tizi N'Berber,Point(5.06667 36.75)
Algérie,Tlidjene,Point(7.767334 35.1175918)
Algérie,Zeboudja,Point(1.430283 36.350527)
Algérie,Zeghaia,Point(6.172538 36.467949)
Algérie,Zelfana,Point(4.2261314 32.3972113)
Algérie,Zelmata,Point(0.47622 35.29108)
Algérie,Zemmouri,Point(3.6 36.783333)
Algérie,Zerizer,Point(7.8946 36.7273)
Algérie,Ouarizane,Point(0.8990765 36.0454209)
Algérie,Tinabdher,Point(4.68101 36.62525)
Algérie,Zitouna,Point(8.2346 36.6681) | Point(6.45824 36.9888)
Algérie,Zorg,Point(7.466666666 35.7875)
Algérie,Ouled Slama,Point(3.11 36.54833333)
Algérie,Ahmar El Aïn,Point(2.563934 36.478172)
Algérie,Aghbal,Point(1.845833333 36.502777777)
Algérie,Aïn Ben Beida,Point(7.69527778 36.61777778)
Algérie,Aïn Kada,Point(-0.85583333 35.13694444)
Algérie,Bekkouche Lakhdar,Point(7.3062515 36.7010446)
Algérie,Beni Mester,Point(-1.416667 34.866667)
Algérie,Berrahal,Point(7.26999998 36.5) | Point(7.45 36.833333)
Algérie,Berriane,Point(3.766666666 32.833333333)
Algérie,Bir Kasdali,Point(5.033333 36.15)
Algérie,Chellala,Point(0.0556183 33.0331321)
Algérie,Dar Yaghmouracene,Point(-1.80083333 35.10055556)
Algérie,Djendel Saadi Mohamed,Point(7.17083333 36.78055556)
Algérie,El Fehoul,Point(-1.294444444 35.116666666)
Algérie,El Gaada,Point(-0.315 35.42527778)
Algérie,Hassi El Ghella,Point(-1.05 35.45)
Algérie,Kendira,Point(5.062777777 36.532777777)
Algérie,Moussadek,Point(1.016667 36.35)
Algérie,Nezla,Point(6.05 33.083333333)
Algérie,Oued Djer,Point(2.561111111 36.426388888)
Algérie,Oued Sly,Point(1.2 36.1)
Algérie,Ouled Rabah,Point(3.13333333 36.28333333)
Algérie,Redjem Demouche,Point(-0.80972222 34.42722222)
Algérie,Reghaïa,Point(3.3426 36.7631)
Algérie,Seghouane,Point(2.9 36.0)
Algérie,Sidi Ben Adda,Point(-1.183333333 35.3)
Algérie,Annaba,Point(7.766666666 36.9)
Algérie,Chlef,Point(1.331666666 36.164722222)
Algérie,Khemis Miliana,Point(2.2 36.26)
Algérie,Ourlal,Point(5.51136 34.65542)
Algérie,Aïn El Berd,Point(-0.512777777 35.363888888) | Point(-0.51277778 35.36583333)
Algérie,Aïn El Kebira,Point(5.50194444 36.36472222)
Algérie,Aïn Errich,Point(4.09694444 34.68083333)
Algérie,Aïn Tindamine,Point(-0.72055556 34.68972222)
Algérie,Aïn Zouit,Point(6.78555556 36.89027778)
Algérie,Beni Ilmane,Point(4.1191006 35.9492454)
Algérie,Bir El Hammam,Point(-0.49923 34.41902)
Algérie,Brida,Point(1.784444444 33.906111111)
Algérie,Charef,Point(2.8010416 34.6180228)
Algérie,Chellata,Point(4.4975 36.519444444)
Algérie,Djebahia,Point(3.7578392 36.4763773)
Algérie,El Messaid,Point(-1.121944444 35.541944444)
Algérie,"El Oued, Algérie",Point(6.8675 33.368333333)
Algérie,Ghassoul,Point(1.2030888 33.3772724)
Algérie,Kerkera,Point(6.5828705 36.9297229)
Algérie,Ksar El Abtal,Point(5.2881 35.9742)
Algérie,Larbatache,Point(3.37201 36.63644)
Algérie,Leflaye,Point(4.663611111 36.602222222)
Algérie,Mouzaia,Point(2.683333 36.466667)
Algérie,Ouaguenoun,Point(4.174654 36.769965)
Algérie,Oued Seguen,Point(6.419985 36.170991)
Algérie,Ras El Agba,Point(7.22333333 36.37305556)
Algérie,Sendjas,Point(1.4 36.066667)
Algérie,Si Abdelghani,Point(1.634722222 35.231944444)
Algérie,Sidi Ali Benyoub,Point(-0.71944444 34.94555556)
Algérie,Sidi Brahim,Point(-0.5675 35.260556)
Algérie,Sidi Safi,Point(-1.3 35.283333333)
Algérie,Stah Guentis,Point(7.30829 34.9984)
Algérie,Tenira,Point(-0.5320644 35.0196642)
Algérie,Tousnina,Point(1.276388888 35.111111111)
Algérie,Bou Ismaïl,Point(2.7 36.65)
Algérie,Nakhla,Point(6.9515133 33.2773011)
Algérie,Kais,Point(6.924166666 35.494722222)
Algérie,Sougueur,Point(1.4958572 35.1834896)
Algérie,Issers,Point(3.668 36.7234)
Algérie,Taoura,Point(8.042777777 36.17)
Algérie,Still,Point(5.91382 34.2594)
Algérie,Oued Chorfa,Point(2.554722222 36.165277777)
Algérie,Telagh,Point(-0.5731773 34.7849064)
Algérie,Zéralda,Point(2.85 36.716666666)
Algérie,Frikat,Point(3.883152 36.518535)
Algérie,Froha,Point(0.1270294 35.3035333)
Algérie,Guemar (El Oued),Point(6.797194444 33.491966666)
Algérie,Hanchir Toumghani,Point(6.696167 36.021891)
Algérie,Hassi Delaa,Point(3.55021 33.41742) | Point(3.556 33.41688)
Algérie,Hassi Gara,Point(2.915 30.55222222)
Algérie,Hassi Zahana,Point(-0.890277777 35.025833333)
Algérie,Souk Oufella,Point(4.63888889 36.60611111)
Algérie,Bordj Okhriss,Point(3.966667 36.083333)
Algérie,Bir El Arch,Point(5.833333 36.133333)
Algérie,Aïn Beida Harriche,Point(5.89325 36.394536111)
Algérie,Aïn El Turc,Point(3.9 36.36)
Algérie,Dréan,Point(7.75 36.68333)
Algérie,Barbacha,Point(4.96667 36.56667)
Algérie,Boumagueur,Point(5.552644444 35.505505555)
Algérie,Faidh El Botma,Point(3.78194444 34.52777778)
Algérie,Frenda,Point(1.05 35.06666667)
Algérie,Lazrou,Point(6.216666666 35.843055555)
Algérie,Ouled Aouf,Point(5.756944444 35.455555555)
Algérie,Ouled Fayet,Point(2.95 36.733333333)
Algérie,Staoueli,Point(2.883333333 36.75)
Algérie,Oued Endja,Point(6.07138889 36.5)
Algérie,Abdelmalek Ramdane,Point(0.27416667 36.1025) | Point(0.275988 36.1035)
Algérie,Kef Lakhdar,Point(3.2875 35.92333333)
Algérie,Lahlef,Point(0.9807014 35.8928049)
Algérie,Layoune,Point(1.9981813 35.6945979) | Point(2.0 35.7)
Algérie,Leghata,Point(3.6831 36.74902)
Algérie,Lioua,Point(5.416667 34.633333)
Algérie,Amalou,Point(4.633333333 36.477777777)
Algérie,Makouda,Point(4.066916 36.790915)
Algérie,Megarine,Point(6.0934639 33.1926232)
Algérie,Tablat,Point(3.31007 36.41282)
Algérie,M'Sara,Point(6.57315 35.23857)
Algérie,Maaouia,Point(5.70995 36.38899)
Algérie,Makdha,Point(0.2974 35.17265)
Algérie,Maoussa,Point(0.2459478 35.3788333)
Algérie,Mediouna,Point(0.747222222 36.123611111)
Algérie,Medjez Amar,Point(7.31055556 36.44527778)
Algérie,Meskiana,Point(7.6669121 35.6277214)
Algérie,Mezerana,Point(3.3580828 36.3609993)
Algérie,Oued Fragha,Point(7.71305556 36.55583333)
Algérie,Aïn Kechra,Point(6.4325 36.74833333)
Algérie,Aïn Tedles,Point(0.29555556 35.99472222) | Point(0.297747 35.9965)
Algérie,Akabli,Point(-1.370833333 26.712222222) | Point(-1.37083333 26.71222222)
Algérie,Boufarik,Point(2.909722222 36.575)
Algérie,Bouhatem,Point(6.0141134 36.3038513)
Algérie,Lardjem,Point(1.54845 35.74954)
Algérie,Moulay Larbi,Point(0.01666667 34.65)
Algérie,Oued El Kheir,Point(0.38083333 35.95027778)
Algérie,Oued Keberit,Point(7.91666667 35.93333333)
Algérie,Ouldja Boulballout,Point(6.37305556 36.78611111)
Algérie,Ouled Aïssa,Point(-0.0876 29.4184) | Point(3.81444444 36.80666667)
Algérie,Ouled Boughalem,Point(0.672884 36.320381)
Algérie,Ouled Driss,Point(8.01666667 36.35)
Algérie,Ouled Rechache,Point(7.35305556 35.29805556)
Algérie,Sidi Amrane,Point(6.01666667 33.5)
Algérie,Tadjenanet,Point(5.983333333 36.116666666)
Algérie,Djanet,Point(9.485277777 24.555)
Algérie,Djimla,Point(5.8849506 36.5814326)
Algérie,Fornaka,Point(-0.0169945 35.7526422)
Algérie,Tessala,Point(-0.773163 35.243)
Algérie,Raouraoua,Point(3.64704 36.23546)
Algérie,Ouled Mimoun,Point(-1.03333333 34.9)
Algérie,Sidi Boubekeur,Point(0.05694444 35.02888889)
Algérie,Sedraia,Point(3.52871 36.24278)
Algérie,Sidi Chaib,Point(-0.54861111 34.59333333)
Algérie,Souk El Had,Point(3.58891 36.6909) | Point(1.24805556 35.95638889)
Algérie,Talaifacene,Point(5.088888888 36.458333333)
Algérie,Tamalaht,Point(1.6237244 35.812611)
Algérie,Tarmount,Point(4.2875 35.820833)
Algérie,Tircine,Point(0.5546379 34.9013485)
Algérie,Tizi Rached,Point(4.19176 36.6718)
Algérie,Touahria,Point(0.209341 35.8106442)
Algérie,Trifaoui,Point(6.9357204 33.4232394)
Algérie,Zaccar,Point(3.3273125 34.430806)
Algérie,Chelghoum Laïd,Point(6.16666667 36.16666667)
Algérie,Aïn Azel,Point(5.52194444 35.84333333)
Algérie,Ain Zaatout,Point(5.81666667 35.13333333)
Algérie,Aomar,Point(3.783333 36.5)
Algérie,Bourouba,Point(3.106388888 36.714722222)
Algérie,Djerma,Point(6.309722222 35.662336111)
Algérie,Fesdis,Point(6.247401 35.617744)
Algérie,Thenia,Point(3.553888888 36.727777777)
Algérie,Tefreg,Point(4.713888888 36.305555555)
Algérie,Ksar Kaddour,Point(0.373888888 29.5775)
Algérie,El Abiodh Sidi Cheikh,Point(0.544444444 32.898611111)
Algérie,Harbil,Point(4.92641 36.32488)
Algérie,Sidi Zahar,Point(3.33333333 36.06666667)
Algérie,Aghbalou (Algérie),Point(4.33897 36.41831)
Algérie,Ahmed Rachedi (Mila),Point(6.125338 36.390508)
Algérie,Akerrou,Point(4.42055556 36.79916667) | Point(4.42056 36.79917)
Algérie,Alger-Centre,Point(3.058888888 36.772777777)
Algérie,Ouled Ahmed Tammi,Point(-0.333333333 27.816666666)
Algérie,Tsabit,Point(-0.241666666 28.305555555)
Algérie,Aïn El Assel,Point(8.3825 36.78638889)
Algérie,Aïn El Hadjar (Bouira),Point(3.80638 36.3393)
Algérie,Aïn Fakroun,Point(6.86666667 35.96666667)
Algérie,El Djazia,Point(7.507954 35.663154)
Algérie,El Biar,Point(3.030555555 36.768333333)
Algérie,Talmine,Point(-0.260277777 29.329166666)
Algérie,Tamest,Point(-0.26024 27.45394)
Algérie,Ouillen,Point(8.064722222 36.227777777)
Algérie,Rouina,Point(1.816666666 36.25)
Algérie,Sebt,Point(1.351388888 35.619444444)
Algérie,Tacheta Zougagha,Point(1.65 36.35)
Algérie,Aïn Ben Khelil,Point(-0.763888888 33.29)
Algérie,Aït Bouaddou,Point(4.058333333 36.508333333)
Algérie,Aoubellil,Point(-0.992578 35.136467)
Algérie,Berhoum,Point(5.0344849 35.6548553)
Algérie,Bousfer,Point(-0.810556 35.7108)
Algérie,Djendel,Point(2.408888888 36.218611111)
Algérie,Hadj Mechri,Point(1.59879 33.95715)
Algérie,Hassi Fedoul,Point(2.21666667 35.43333333)
Algérie,Kalaa,Point(0.32838 35.58062)
Algérie,Medjana,Point(4.6680737 36.1315666)
Algérie,Nadorah,Point(1.8905 35.2882)
Algérie,Ragouba,Point(7.666666666 36.125)
Algérie,Akbil,Point(4.30694444 36.52305556) | Point(4.306949 36.523135)
Algérie,Kherrata,Point(5.283333333 36.5)
Algérie,Rouïba,Point(3.283333 36.733333)
Algérie,Benkhelil,Point(2.87639 36.62024)
Algérie,El Biod,Point(-0.133333333 33.766666666)
Algérie,El Karimia,Point(1.55 36.11666667)
Algérie,Hoceinia,Point(2.4 36.316666666)
Algérie,Labiod Medjadja,Point(1.4 36.25)
Algérie,Oulhaça El Gheraba,Point(-1.504444444 35.233055555)
Algérie,Ridane,Point(3.46208 36.07389)
Algérie,Salah Bouchaour,Point(6.85 36.7)
Algérie,Sebdou,Point(-1.326944 34.639444)
Algérie,Seggana,Point(5.569444444 35.365555555)
Algérie,Sidi Ali Boussidi,Point(-0.83333333 35.1)
Algérie,Sidi Makhlouf,Point(3.01666667 34.13333333)
Algérie,Stidia,Point(0.0 35.833333)
Algérie,Tadjena,Point(1.133333 36.316667)
Algérie,Tafissour,Point(-0.20271 34.69277)
Algérie,Taougrite,Point(0.922852 36.244273)
Algérie,Yellel,Point(0.353611 35.721944)
Algérie,Zahana,Point(-0.410877 35.518325)
Algérie,Aïn El Bia,Point(-0.283333 35.8167)
Algérie,Aïn Feka,Point(3.58333333 35.43333333)
Algérie,Aïn Ferah,Point(0.78388889 35.38111111)
Algérie,Aïn Fezza,Point(-1.23527778 34.87722222)
Algérie,Aïn Kebira,Point(-1.66527778 35.03277778)
Algérie,Aïn Khadra,Point(4.97027778 35.54055556)
Algérie,Aïn Ouksir,Point(3.47055556 35.85194444)
Algérie,Aïn Tagourait,Point(2.60944444 36.60361111)
Algérie,Aïn Torki,Point(2.30138889 36.33277778)
Algérie,Aziz (Médéa),Point(2.451694444 35.823861111)
Algérie,Baata,Point(3.110277777 36.346388888)
Algérie,Babar (Khenchela),Point(7.101388888 35.169166666)
Algérie,Bedjene,Point(7.4716902 35.3488408)
Algérie,Ben Azzouz,Point(7.13 36.46) | Point(7.29254 36.86111)
Algérie,Benaceur,Point(6.44105 33.11073)
Algérie,Benchicao,Point(2.84865 36.19962)
Algérie,Beni Bahdel,Point(-1.516667 34.716667)
Algérie,Beni Ouarsous,Point(-1.557312 35.0833235)
Algérie,Beni Tamou,Point(2.815976 36.536467)
Algérie,Bennasser Benchohra,Point(3.00287 33.75284)
Algérie,Bir el-Ater,Point(8.0579567 34.7485241)
Algérie,Bir Foda,Point(3.76063 34.82013)
Algérie,Blidet Amor,Point(5.980556 32.951389)
Algérie,Bouchagroune,Point(5.46555 34.72161)
Algérie,Bougaa,Point(5.0885153 36.3324132)
Algérie,El Mouradia,Point(3.05 36.75)
Algérie,Larbaa,Point(3.15388889 36.56527778) | Point(1.47527778 35.91305556) | Point(3.153934 36.56522)
Algérie,Larbaâ,Point(6.145 35.355277777)
Algérie,Aïn Boucif,Point(3.1585 35.89123)
Algérie,Chélia,Point(6.77868 35.36431)
Algérie,Dahouara,Point(7.7327442 36.3515639)
Algérie,Béchar,Point(-2.2 31.633333333)
Algérie,Bechloul,Point(4.066667 36.316667)
Algérie,Sellaoua Announa,Point(7.25055556 36.38694444)
Algérie,Bordj Ghedir,Point(4.89 35.9)
Algérie,Dar Ben Abdellah,Point(0.68333333 35.7)
Algérie,Dhayet Bendhahoua,Point(3.60555556 32.53694444)
Algérie,Doucen,Point(5.016667 34.1)
Algérie,Draâ Ben Khedda,Point(3.95559 36.7349)
Algérie,El Allia,Point(5.42555556 32.6975)
Algérie,El Fedjoudj,Point(7.4 36.51666667)
Algérie,El M'Ghair,Point(5.92416667 33.95055556)
Algérie,El Oueldja,Point(6.680555555 34.915555555)
Algérie,Ensigha,Point(7.14298 35.39729)
